"country","countryCode","date","filterByKeyword","filterByRating","input","isAmazonVine","isVerified","position","product/listPrice","product/price","productAsin","productOriginalAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","userId","userProfileLink","variant","variantAsin","variantAttributes/0/key","variantAttributes/0/value","variantAttributes/1/key","variantAttributes/1/value","variantAttributes/2/key","variantAttributes/2/value","variantAttributes/3/key","variantAttributes/3/value"
"United States",,"2025-03-23",,"threeStar","https://www.amazon.com/Apple-iPhone-13-Mini-128GB/dp/B09LKXHWCF/ref=sr_1_1?crid=3IVSSVNVGI8FW&dib=eyJ2IjoiMSJ9.Zw3qQIlZhhFTwRDTYi36zGrwnRiuVWGq0RSfSYjO38ULOKKD93U0D41fwjtw9wo5KcJUyNi6yXdF6IjEug-ttUycYGaScbzlcKRFasK7wBa00v9ml9ile_JkW33DG4T0FY1Qy3nZdpFyC_5XcCqi_g0HgnX5yLnBJsmH84FAHAudSGbVDrOCZ1AqW4LS7uSzElwwg1Jbssc_s8I6xjtoHpNJ2iQTmxJtgldr9MGBMbI.jqaRQeOb9SWpzT3Dh7rBIR9_XgsPp4zv5fH0asnpTdM&dib_tag=se&keywords=iphone%2B13%2Bmini&qid=1752792214&sprefix=iphone%2B13%2Bmin%2Caps%2C551&sr=8-1&th=1","false","true","1",,,"B09LKXHWCF","B09LKXHWCF","3","https://www.amazon.com/product-reviews/B09LKXHWCF?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&asin=B09LKXHWCF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","The iPhone is in excellent condition. The only reason it receives three stars is that the original screen has been replaced with a low-quality, non-original Apple screen. The replacement screen functions adequately, but its non-flat surface is noticeable, particularly when attempting to install a glass screen protector. Despite trying several kits, none of them were successful. As this is a child’s phone, I prioritize its protection. However, the inferior screen renders this protection ineffective. Consequently, I have been forced to settle for a low-quality plastic screen protector that offers insufficient protection compared to a glass one. It is important to note that the quality of the screen used appears to be subpar. While I cannot definitively attribute this to personal misfortune, I believe the low quality of the screen is a systemic issue. Inform customers of what they are buying, add this details in the description.","R29RNZZASDOEA7","https://m.media-amazon.com/images/I/81CIVY1A-WL._SY88.jpg",,,,,,,"7","No original screen!","https://www.amazon.com/gp/customer-reviews/R29RNZZASDOEA7","Reviewed in the United States on March 23, 2025","6130","203",,,"Size: 128GB, Color: Green, Service Provider: Unlocked, Product grade: Renewed","B09LKXHWCF","Size","128GB","Color","Green","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-07-10",,"threeStar","https://www.amazon.com/Apple-iPhone-13-Mini-128GB/dp/B09LKXHWCF/ref=sr_1_1?crid=3IVSSVNVGI8FW&dib=eyJ2IjoiMSJ9.Zw3qQIlZhhFTwRDTYi36zGrwnRiuVWGq0RSfSYjO38ULOKKD93U0D41fwjtw9wo5KcJUyNi6yXdF6IjEug-ttUycYGaScbzlcKRFasK7wBa00v9ml9ile_JkW33DG4T0FY1Qy3nZdpFyC_5XcCqi_g0HgnX5yLnBJsmH84FAHAudSGbVDrOCZ1AqW4LS7uSzElwwg1Jbssc_s8I6xjtoHpNJ2iQTmxJtgldr9MGBMbI.jqaRQeOb9SWpzT3Dh7rBIR9_XgsPp4zv5fH0asnpTdM&dib_tag=se&keywords=iphone%2B13%2Bmini&qid=1752792214&sprefix=iphone%2B13%2Bmin%2Caps%2C551&sr=8-1&th=1","false","true","2",,,"B09LKXHWCF","B09LKXHWCF","3","https://www.amazon.com/product-reviews/B09LKXHWCF?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&asin=B09LKXHWCF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Make sure you know how MINI this really is. When comparing the measurement to my phone, it didn't seem like it would be that much smaller---but it is really small! I decided to send it back to get a phone with a larger screen. The reviews seem pretty good on this phone based on the quality of camera and screen though--so if you want a small phone that fits in your pocket well, this would be great.","R33C6Y01LR6IFC",,,,,,,,,"Too small for me--but good quality based on reviews.","https://www.amazon.com/gp/customer-reviews/R33C6Y01LR6IFC","Reviewed in the United States on July 10, 2025","6130","203",,,"Size: 128GB, Color: Midnight, Service Provider: Unlocked, Product grade: Renewed","B09LKXHWCF","Size","128GB","Color","Midnight","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-03-28",,"threeStar","https://www.amazon.com/Apple-iPhone-13-Mini-128GB/dp/B09LKXHWCF/ref=sr_1_1?crid=3IVSSVNVGI8FW&dib=eyJ2IjoiMSJ9.Zw3qQIlZhhFTwRDTYi36zGrwnRiuVWGq0RSfSYjO38ULOKKD93U0D41fwjtw9wo5KcJUyNi6yXdF6IjEug-ttUycYGaScbzlcKRFasK7wBa00v9ml9ile_JkW33DG4T0FY1Qy3nZdpFyC_5XcCqi_g0HgnX5yLnBJsmH84FAHAudSGbVDrOCZ1AqW4LS7uSzElwwg1Jbssc_s8I6xjtoHpNJ2iQTmxJtgldr9MGBMbI.jqaRQeOb9SWpzT3Dh7rBIR9_XgsPp4zv5fH0asnpTdM&dib_tag=se&keywords=iphone%2B13%2Bmini&qid=1752792214&sprefix=iphone%2B13%2Bmin%2Caps%2C551&sr=8-1&th=1","false","true","3",,,"B09LKXHWCF","B09LKXHWCF","3","https://www.amazon.com/product-reviews/B09LKXHWCF?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&asin=B09LKXHWCF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","You’ll want to replace the. battery. I bought the highest quality version. The battery is not at 90%+ life of the battery it’s 85% so they blatantly lied to my face on the specs check sheet. Also the phone has a little bit of wear on it which isn’t too bad. but it should have been a new shell on it. I work at an electronic repair shop so it was very easy for me to just swap out a new battery but for the average person you’ll need to pay a couple hundred more bucks to a phone repair shop just to get a battery replacement. DON’T TRY THE REPAIR YOUR SELF, YOU WILL BRAKE THE SCREEN! ITS THIN AND FRAGILE. But in the end, I love the phone. Great size. I got tired of how big my phone was before. Plus I was so spoiled with the nicer screen. The cameras are pretty good, just no zoom that’s all.","R1VDNM69Z0CAPQ",,,,,,,,"7","You’ll want to replace the battery.","https://www.amazon.com/gp/customer-reviews/R1VDNM69Z0CAPQ","Reviewed in the United States on March 28, 2025","6130","203",,,"Size: 256GB, Color: Starlight, Service Provider: Unlocked, Product grade: Renewed Premium","B09LKXHWCF","Size","256GB","Color","Starlight","Service Provider","Unlocked","Product grade","Renewed Premium"
"United States",,"2025-06-05",,"threeStar","https://www.amazon.com/Apple-iPhone-13-Mini-128GB/dp/B09LKXHWCF/ref=sr_1_1?crid=3IVSSVNVGI8FW&dib=eyJ2IjoiMSJ9.Zw3qQIlZhhFTwRDTYi36zGrwnRiuVWGq0RSfSYjO38ULOKKD93U0D41fwjtw9wo5KcJUyNi6yXdF6IjEug-ttUycYGaScbzlcKRFasK7wBa00v9ml9ile_JkW33DG4T0FY1Qy3nZdpFyC_5XcCqi_g0HgnX5yLnBJsmH84FAHAudSGbVDrOCZ1AqW4LS7uSzElwwg1Jbssc_s8I6xjtoHpNJ2iQTmxJtgldr9MGBMbI.jqaRQeOb9SWpzT3Dh7rBIR9_XgsPp4zv5fH0asnpTdM&dib_tag=se&keywords=iphone%2B13%2Bmini&qid=1752792214&sprefix=iphone%2B13%2Bmin%2Caps%2C551&sr=8-1&th=1","false","true","4",,,"B09LKXHWCF","B09LKXHWCF","3","https://www.amazon.com/product-reviews/B09LKXHWCF?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&asin=B09LKXHWCF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","The original product is arguably Apple's best phone. Sadly, they're no longer making the mini form factor and there's no sign that they will with the next generation. The first renewed phone I got had a scratched screen. I returned it and got stuck with shipping even though the listing clearly says free returns. The second phone came with 78% battery life even though the description says at least 80%. Buyer beware. A renewed phone is a gamble. Hopefully you get lucky and it lasts long enough for Apple to bring back the smaller phones.","R3JT6L8UF6QNAO",,,,,,,,"6","Buyer beware - they all lie","https://www.amazon.com/gp/customer-reviews/R3JT6L8UF6QNAO","Reviewed in the United States on June 5, 2025","6130","203",,,"Size: 256GB, Color: Midnight, Service Provider: Unlocked, Product grade: Renewed","B09LKXHWCF","Size","256GB","Color","Midnight","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-07-11",,"threeStar","https://www.amazon.com/Apple-iPhone-13-Mini-128GB/dp/B09LKXHWCF/ref=sr_1_1?crid=3IVSSVNVGI8FW&dib=eyJ2IjoiMSJ9.Zw3qQIlZhhFTwRDTYi36zGrwnRiuVWGq0RSfSYjO38ULOKKD93U0D41fwjtw9wo5KcJUyNi6yXdF6IjEug-ttUycYGaScbzlcKRFasK7wBa00v9ml9ile_JkW33DG4T0FY1Qy3nZdpFyC_5XcCqi_g0HgnX5yLnBJsmH84FAHAudSGbVDrOCZ1AqW4LS7uSzElwwg1Jbssc_s8I6xjtoHpNJ2iQTmxJtgldr9MGBMbI.jqaRQeOb9SWpzT3Dh7rBIR9_XgsPp4zv5fH0asnpTdM&dib_tag=se&keywords=iphone%2B13%2Bmini&qid=1752792214&sprefix=iphone%2B13%2Bmin%2Caps%2C551&sr=8-1&th=1","false","true","5",,,"B09LKXHWCF","B09LKXHWCF","3","https://www.amazon.com/product-reviews/B09LKXHWCF?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&asin=B09LKXHWCF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","A little glitchy but less glitchy than my 12 and the battery health is way better lol love the size.","R2XFYJCJP0YXTH",,,,,,,,,"Is what it is","https://www.amazon.com/gp/customer-reviews/R2XFYJCJP0YXTH","Reviewed in the United States on July 11, 2025","6130","203",,,"Size: 128GB, Color: Green, Service Provider: Unlocked, Product grade: Renewed","B09LKXHWCF","Size","128GB","Color","Green","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-06-10",,"threeStar","https://www.amazon.com/Apple-iPhone-13-Mini-128GB/dp/B09LKXHWCF/ref=sr_1_1?crid=3IVSSVNVGI8FW&dib=eyJ2IjoiMSJ9.Zw3qQIlZhhFTwRDTYi36zGrwnRiuVWGq0RSfSYjO38ULOKKD93U0D41fwjtw9wo5KcJUyNi6yXdF6IjEug-ttUycYGaScbzlcKRFasK7wBa00v9ml9ile_JkW33DG4T0FY1Qy3nZdpFyC_5XcCqi_g0HgnX5yLnBJsmH84FAHAudSGbVDrOCZ1AqW4LS7uSzElwwg1Jbssc_s8I6xjtoHpNJ2iQTmxJtgldr9MGBMbI.jqaRQeOb9SWpzT3Dh7rBIR9_XgsPp4zv5fH0asnpTdM&dib_tag=se&keywords=iphone%2B13%2Bmini&qid=1752792214&sprefix=iphone%2B13%2Bmin%2Caps%2C551&sr=8-1&th=1","false","true","6",,,"B09LKXHWCF","B09LKXHWCF","3","https://www.amazon.com/product-reviews/B09LKXHWCF?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&asin=B09LKXHWCF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","It works great, however i paid for “good” quality and i would say the phone came in “acceptable” quality at best, not cracked but the rear camera paint is a little off and the sides have a couple dents and scuffs, however it works good and came 86% battery.","R26I90T70ATD1A",,,,,,,,,"Expected less scuffs but good","https://www.amazon.com/gp/customer-reviews/R26I90T70ATD1A","Reviewed in the United States on June 10, 2025","6130","203",,,"Size: 128GB, Color: Midnight, Service Provider: Unlocked, Product grade: Renewed","B09LKXHWCF","Size","128GB","Color","Midnight","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2023-06-06",,"threeStar","https://www.amazon.com/Apple-iPhone-13-Mini-128GB/dp/B09LKXHWCF/ref=sr_1_1?crid=3IVSSVNVGI8FW&dib=eyJ2IjoiMSJ9.Zw3qQIlZhhFTwRDTYi36zGrwnRiuVWGq0RSfSYjO38ULOKKD93U0D41fwjtw9wo5KcJUyNi6yXdF6IjEug-ttUycYGaScbzlcKRFasK7wBa00v9ml9ile_JkW33DG4T0FY1Qy3nZdpFyC_5XcCqi_g0HgnX5yLnBJsmH84FAHAudSGbVDrOCZ1AqW4LS7uSzElwwg1Jbssc_s8I6xjtoHpNJ2iQTmxJtgldr9MGBMbI.jqaRQeOb9SWpzT3Dh7rBIR9_XgsPp4zv5fH0asnpTdM&dib_tag=se&keywords=iphone%2B13%2Bmini&qid=1752792214&sprefix=iphone%2B13%2Bmin%2Caps%2C551&sr=8-1&th=1","false","true","7",,,"B09LKXHWCF","B09LKXHWCF","3","https://www.amazon.com/product-reviews/B09LKXHWCF?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&asin=B09LKXHWCF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I am keeping the below experience as it was originally written so you can see my first experience. I have since given them a second chance and purchased a second phone. It came on time and worked as expected. The battery life isn't perfect. But it is FAR better than my previous phone. It doesn't work like new but close enough. I'm giving them 3 stars because I originally gave 1 and the second phone is fine and I'm splitting the difference. My original review was as follows: I knew it was a risk trying a “renewed” phone. But the return stories made it worth the risk. I don’t know what these people did but I’ve lived off Amazon for years and this has been the worst. The phone wouldn’t turn on (we live and breathe off technology. We know how to manage a phone). It took over an hour on the phone (my working phone) with support to be ALLOWED to return it. Then it was FOUR days before UPS picked it up and over a week before it reached the amazon warehouse where amazon neglected to acknowledge its arrival. When I did contact them to ask what was up because it’s a lot of money and both the return message and the support person said I would receive my refund once they received the phone. Amazon told me they were going to HOLD MY MONEY FOR A MONTH! Because “it was a lot of money”. No joke! What in the world?! My current phone is dying. What am I supposed to do?! Worst purchase/return ever! Update: The refund came through sooner than 30 days. I can’t say if it had to do with customer service or in response to my repeated phone calls or my review. Hard to tell. Although, once the refund was issued, they said the funds would not be available for up to 7 days because, again, it’s “a lot of money.” I’ve decided to give them another chance. Will update the review either way, positive or negative experience. To be continued…","R1JOU660IB5769",,,,,,,,"17","Return process is the worst! Second purchase better: twice updated review","https://www.amazon.com/gp/customer-reviews/R1JOU660IB5769","Reviewed in the United States on June 6, 2023","6130","203",,,"Size: 128GB, Color: Product Red, Service Provider: Unlocked, Product grade: Renewed","B09LKXHWCF","Size","128GB","Color","Product Red","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-06-11",,"threeStar","https://www.amazon.com/Apple-iPhone-13-Mini-128GB/dp/B09LKXHWCF/ref=sr_1_1?crid=3IVSSVNVGI8FW&dib=eyJ2IjoiMSJ9.Zw3qQIlZhhFTwRDTYi36zGrwnRiuVWGq0RSfSYjO38ULOKKD93U0D41fwjtw9wo5KcJUyNi6yXdF6IjEug-ttUycYGaScbzlcKRFasK7wBa00v9ml9ile_JkW33DG4T0FY1Qy3nZdpFyC_5XcCqi_g0HgnX5yLnBJsmH84FAHAudSGbVDrOCZ1AqW4LS7uSzElwwg1Jbssc_s8I6xjtoHpNJ2iQTmxJtgldr9MGBMbI.jqaRQeOb9SWpzT3Dh7rBIR9_XgsPp4zv5fH0asnpTdM&dib_tag=se&keywords=iphone%2B13%2Bmini&qid=1752792214&sprefix=iphone%2B13%2Bmin%2Caps%2C551&sr=8-1&th=1","false","true","8",,,"B09LKXHWCF","B09LKXHWCF","3","https://www.amazon.com/product-reviews/B09LKXHWCF?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&asin=B09LKXHWCF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Edges of the phone are noticeably scratched up, and battery arrived at 79%- not the exceeding 80% as promised in the description. But it seems to take video and such fine, so it has that going for it at least.","R2464SETP16MLC",,,,,,,,,"Phone","https://www.amazon.com/gp/customer-reviews/R2464SETP16MLC","Reviewed in the United States on June 11, 2025","6130","203",,,"Size: 128GB, Color: Blue, Service Provider: Unlocked, Product grade: Renewed","B09LKXHWCF","Size","128GB","Color","Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-05-04",,"threeStar","https://www.amazon.com/Apple-iPhone-13-Mini-128GB/dp/B09LKXHWCF/ref=sr_1_1?crid=3IVSSVNVGI8FW&dib=eyJ2IjoiMSJ9.Zw3qQIlZhhFTwRDTYi36zGrwnRiuVWGq0RSfSYjO38ULOKKD93U0D41fwjtw9wo5KcJUyNi6yXdF6IjEug-ttUycYGaScbzlcKRFasK7wBa00v9ml9ile_JkW33DG4T0FY1Qy3nZdpFyC_5XcCqi_g0HgnX5yLnBJsmH84FAHAudSGbVDrOCZ1AqW4LS7uSzElwwg1Jbssc_s8I6xjtoHpNJ2iQTmxJtgldr9MGBMbI.jqaRQeOb9SWpzT3Dh7rBIR9_XgsPp4zv5fH0asnpTdM&dib_tag=se&keywords=iphone%2B13%2Bmini&qid=1752792214&sprefix=iphone%2B13%2Bmin%2Caps%2C551&sr=8-1&th=1","false","true","9",,,"B09LKXHWCF","B09LKXHWCF","3","https://www.amazon.com/product-reviews/B09LKXHWCF?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&asin=B09LKXHWCF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","My phone looked great and is a big upgrade storage wise from my 12 mini. I was disappointed though that the battery maximum capacity was at 76% max. Most refurbished phones are 80% or better. Going to keep this phone now that I’m all transferred to it, but will probably replace the battery for another $89 at the Apple Store. I read if you get a refurbished phone from the Apple Store it comes with a new battery.","R1C22VHJSXC650",,,,,,,,,"Check battery capacity","https://www.amazon.com/gp/customer-reviews/R1C22VHJSXC650","Reviewed in the United States on May 4, 2025","6130","203",,,"Size: 256GB, Color: Blue, Service Provider: Verizon, Product grade: Renewed","B09LKXHWCF","Size","256GB","Color","Blue","Service Provider","Verizon","Product grade","Renewed"
"United States",,"2025-05-11",,"threeStar","https://www.amazon.com/Apple-iPhone-13-Mini-128GB/dp/B09LKXHWCF/ref=sr_1_1?crid=3IVSSVNVGI8FW&dib=eyJ2IjoiMSJ9.Zw3qQIlZhhFTwRDTYi36zGrwnRiuVWGq0RSfSYjO38ULOKKD93U0D41fwjtw9wo5KcJUyNi6yXdF6IjEug-ttUycYGaScbzlcKRFasK7wBa00v9ml9ile_JkW33DG4T0FY1Qy3nZdpFyC_5XcCqi_g0HgnX5yLnBJsmH84FAHAudSGbVDrOCZ1AqW4LS7uSzElwwg1Jbssc_s8I6xjtoHpNJ2iQTmxJtgldr9MGBMbI.jqaRQeOb9SWpzT3Dh7rBIR9_XgsPp4zv5fH0asnpTdM&dib_tag=se&keywords=iphone%2B13%2Bmini&qid=1752792214&sprefix=iphone%2B13%2Bmin%2Caps%2C551&sr=8-1&th=1","false","true","10",,,"B09LKXHWCF","B09LKXHWCF","3","https://www.amazon.com/product-reviews/B09LKXHWCF?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&asin=B09LKXHWCF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I got this phone in a pinch, i needed something fast, when it came in, the back was just scratched all the way up, the camera was scratched all the way around i dont have time to return, but i would like some of my money back!","R13EUYAETO2SS8","https://m.media-amazon.com/images/I/61FGxg697XL._SY88.jpg",,,,,,,,"Came scratched up","https://www.amazon.com/gp/customer-reviews/R13EUYAETO2SS8","Reviewed in the United States on May 11, 2025","6130","203",,,"Size: 128GB, Color: Midnight, Service Provider: Unlocked, Product grade: Renewed","B09LKXHWCF","Size","128GB","Color","Midnight","Service Provider","Unlocked","Product grade","Renewed"
